Timestamp,Open,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
1512255600,10986.02,11006.94,10985.0,11006.94,85.97618701,945462.416347045
1512256500,11006.94,11006.99,10937.0,10937.01,203.3398959,2230920.2791610784
1512257400,10937.01,10940.21,10902.0,10940.02,247.72070282,2704867.7191150915
1512258300,10940.02,10951.61,10921.0,10930.24,64.52870189,705827.1014713738
1512259200,10930.24,10959.99,10915.0,10959.98,72.32653086,791665.2882186251
1512260100,10959.98,10985.0,10959.98,10964.06,96.03824964,1053516.952337013
1512261000,10964.06,10985.0,10957.48,10985.0,62.59052611,686933.3067718255
1512261900,10984.99,10985.0,10851.81,10901.99,333.56801462,3636698.649051309
1512262800,10901.99,10901.99,10865.0,10891.37,96.20806819,1048118.7394970839
1512263700,10891.37,10901.7,10885.41,10901.7,94.72185178,1032412.2125437316
1512264600,10901.7,10902.19,10880.13,10880.14,108.61355934,1183135.0902024372
1512265500,10880.15,10929.94,10880.14,10929.94,83.23852494,907921.4265835756
1512266400,10929.94,10929.94,10912.37,10929.37,74.81045445,816817.7246318936
1512267300,10929.37,10950.0,10929.37,10940.0,72.73019241,795692.432837286
1512268200,10940.01,10949.0,10928.0,10930.01,82.37138703,901197.841584729
1512269100,10930.01,10943.7,10930.0,10938.18,38.93674835,425828.4144543231
1512270000,10938.18,10938.18,10908.01,10908.02,93.42092708,1019784.473709152
1512270900,10908.01,10928.0,10908.01,10923.14,69.21736758,755955.8263412543
1512271800,10923.14,10979.99,10915.0,10974.5,245.90163642,2692100.5448869634
1512272700,10974.5,10978.2,10971.99,10978.2,68.59574558,752788.3037582296
1512273600,10978.2,11025.0,10978.19,11025.0,272.08997881,2993589.058809244
1512274500,11025.0,11033.05,10978.2,10999.28,185.54669143,2043789.6888757779
1512275400,10999.28,11044.0,10999.27,11044.0,132.75627701,1462989.5347509272
1512276300,11044.0,11090.97,11044.0,11070.0,445.09223204,4927308.271388413
1512277200,11070.0,11084.0,11010.0,11062.01,214.4267855,2369950.603953466
1512278100,11062.01,11090.95,11050.09,11083.03,194.11663211,2150191.648426271
1512279000,11083.04,11090.0,11055.21,11065.01,150.52059214,1667493.1631882174
1512279900,11065.01,11070.0,11059.5,11063.88,51.3344593,567914.9922724802
1512280800,11063.88,11069.0,11020.0,11020.01,161.18768137,1780737.5774105026
1512281700,11020.01,11020.01,10977.0,11019.01,179.41200893,1973160.2136620784
1512282600,11019.01,11080.24,11019.01,11080.24,123.0061536,1359103.2603747929
1512283500,11080.24,11100.0,11073.62,11099.96,322.99025571,3583774.629341657
1512284400,11099.96,11190.98,11099.95,11180.12,387.47154589,4316248.381835855
1512285300,11180.12,11180.13,11150.03,11162.91,102.061012,1140119.6023014293
1512286200,11162.91,11162.91,11125.65,11142.07,119.75416114,1334649.2182771035
1512287100,11142.09,11168.51,11142.09,11168.5,64.6241811,720680.804408347
1512288000,11168.51,11196.95,11168.5,11192.29,84.79966351,948637.2982681905
1512288900,11191.78,11191.78,11168.06,11168.07,62.71557395,700840.955705179
1512289800,11168.07,11186.8,11109.51,11129.0,101.2935726,1128586.089622809
1512290700,11129.01,11160.26,11113.55,11152.01,117.07832855,1303312.701365881
1512291600,11152.01,11174.96,11138.73,11164.95,49.09292065,547662.6697593087
1512292500,11164.95,11168.0,11145.97,11152.03,36.45282242,406918.641249757
1512293400,11152.03,11163.99,11118.0,11145.37,90.70830109,1010660.5785811478
1512294300,11145.37,11146.64,11111.0,11130.02,90.88116803,1011435.6647993425
1512295200,11130.01,11168.24,11122.0,11168.0,53.77159507,599688.9391517969
1512296100,11168.0,11179.99,11161.0,11161.0,91.07623314,1017671.7937398993
1512297000,11161.01,11190.0,11161.0,11170.02,86.07670988,962091.2197799234
1512297900,11170.02,11176.61,11130.0,11130.01,82.79062278,923394.8527935216
1512298800,11130.01,11180.0,11122.22,11179.99,44.33334472,494117.3545051873
1512299700,11180.0,11385.0,11180.0,11385.0,652.41744934,7362496.298504249
1512300600,11385.0,11480.0,11384.99,11480.0,494.04273023,5643451.641430785
1512301500,11480.0,11547.0,11480.0,11546.99,522.34844252,6006842.237079225
1512302400,11547.0,11642.0,11475.26,11599.97,809.27706034,9375574.877910871
1512303300,11599.97,11631.28,11345.01,11552.34,300.71378888,3470567.756382319
1512304200,11552.35,11596.0,11518.87,11551.75,194.24088106,2245777.705907991
1512305100,11549.91,11643.0,11530.37,11643.0,211.24771936,2451291.063924779
1512306000,11643.0,11699.99,11642.99,11695.0,297.75003896,3478578.4554134216
1512306900,11694.0,11697.74,11614.48,11653.0,197.96380161,2309929.453795557
1512307800,11653.01,11688.99,11640.0,11660.15,139.25724431,1625462.761201436
1512308700,11660.15,11686.43,11660.15,11680.0,125.96781413,1470408.9478774958
1512309600,11680.0,11699.99,11600.0,11600.01,353.19591578,4113807.7417307617
1512310500,11600.01,11650.0,11600.0,11649.99,220.84742704,2567228.5665979143
1512311400,11650.0,11672.06,11605.05,11614.0,267.46531292,3114777.1618637983
1512312300,11613.98,11660.0,11605.67,11635.99,202.15742343,2350812.376517265
1512313200,11635.97,11780.0,11625.01,11780.0,389.43126872,4556114.578527696
1512314100,11780.0,11798.5,11764.83,11798.5,310.32537664,3659091.7840228234
1512315000,11798.5,11798.5,11726.5,11761.01,284.68617443,3351768.471748373
1512315900,11761.0,11768.03,11733.1,11755.0,165.75755004,1948303.1385335033
1512316800,11755.0,11793.0,11749.0,11793.0,269.84330076,3173319.6573018893
1512317700,11793.0,11799.99,11793.0,11799.99,180.02447071,2124162.9414989855
1512318600,11799.99,11799.99,11752.0,11775.0,297.21054778,3502441.8271223465
1512319500,11775.0,11775.0,11665.46,11695.37,405.04727338,4746715.131253367
1512320400,11695.37,11749.98,11695.36,11735.0,182.58989503,2141120.3802558845
1512321300,11735.01,11767.58,11727.13,11765.11,130.95997628,1539020.4201237026
1512322200,11765.12,11771.12,11735.0,11735.0,159.78427093,1879299.3569178253
1512323100,11735.01,11740.0,11727.01,11735.0,123.69796351,1451761.285832548
1512324000,11735.01,11735.01,11724.99,11725.0,138.49163066,1623971.3011796183
1512324900,11725.0,11765.0,11724.0,11761.92,122.05571735,1432153.4604312307
1512325800,11761.92,11766.0,11750.0,11750.01,125.04252278,1470675.0127099925
1512326700,11750.01,11780.0,11750.0,11779.99,129.00233466,1517731.104600632
1512327600,11780.0,11780.0,11779.99,11780.0,107.63874778,1267983.9782180183
1512328500,11780.0,11780.0,11774.99,11778.01,122.67882004,1445039.9840833931
1512329400,11778.01,11778.02,11771.76,11778.01,143.636067,1691720.965489011
1512330300,11778.01,11778.01,11746.2,11767.35,167.15886125,1965469.0493089452
1512331200,11767.35,11847.0,11767.34,11847.0,461.76886398,5448268.650775295
1512332100,11847.0,11891.0,11820.0,11837.93,466.94691279,5540597.013628772
1512333000,11837.93,11869.5,11226.23,11483.82,2435.92686258,27978591.959846444
1512333900,11483.84,11565.0,11350.0,11350.0,1344.04562237,15433594.929148754
1512334800,11350.01,11490.0,11314.0,11460.0,548.46712986,6265136.167261159
1512335700,11460.01,11470.15,11150.01,11205.0,952.24163089,10751844.039350046
1512336600,11205.0,11249.0,10800.0,11150.02,2264.44755572,24910995.01613598
1512337500,11150.02,11268.56,10948.0,11065.0,1112.88341695,12328015.078891497
1512338400,11069.38,11069.38,10601.0,10986.0,1811.49372891,19617737.387500975
1512339300,10976.01,11200.0,10917.88,11149.97,1038.24512314,11474994.201299457
1512340200,11145.96,11381.28,11000.0,11381.28,764.38186883,8553056.092404323
1512341100,11381.27,11450.0,11141.89,11220.0,638.79173559,7199509.769908302
1512342000,11220.0,11345.0,11202.92,11299.0,360.50207381,4062786.288460214
1512342900,11299.0,11299.0,11110.0,11249.0,395.85904532,4432721.430055123
1512343800,11249.0,11250.0,11101.01,11200.0,301.52531636,3366707.6297179195
1512344700,11199.99,11383.12,11150.3,11290.0,479.30334986,5409835.725757184
1512345600,11290.0,11448.0,11269.02,11369.0,502.85142472,5719239.401553948
1512346500,11369.01,11429.22,11300.0,11300.0,376.35243936,4277989.996977416
1512347400,11300.01,11374.99,11285.0,11359.43,198.2898552,2247794.0670769503
1512348300,11359.43,11359.43,11250.0,11327.75,326.27495439,3684571.5523461644
1512349200,11322.99,11510.0,11322.98,11459.72,688.51344536,7883933.425623821
1512350100,11459.73,11459.73,11390.0,11407.25,249.05477661,2845389.543880664
1512351000,11407.25,11459.68,11379.67,11416.62,297.01127047,3391530.8868306777
1512351900,11416.62,11450.0,11395.7,11449.99,105.35722687,1203847.881663687
1512352800,11450.0,11450.0,11300.0,11328.21,309.4625265,3516299.458041422
1512353700,11328.2,11364.0,11321.56,11321.57,166.55348566,1888227.9351023815
1512354600,11321.57,11321.57,11250.0,11300.0,283.96375524,3201751.185469097
1512355500,11300.0,11356.88,11269.92,11302.8,274.15837104,3102247.356042726
1512356400,11302.8,11392.99,11302.8,11378.53,102.47827909,1164288.7259343527
1512357300,11378.53,11379.0,11307.37,11350.0,95.77552884,1088420.9126446105
1512358200,11350.0,11364.34,11335.0,11349.99,98.93273645,1122656.8170633863
1512359100,11350.0,11439.69,11336.92,11420.0,141.96722484,1617755.6285051834
1512360000,11420.0,11521.0,11420.0,11480.0,462.50679441,5310451.365633719
1512360900,11480.0,11480.0,11451.0,11476.28,118.6633417,1361043.9517882108
1512361800,11476.28,11521.65,11450.01,11492.62,238.27066388,2739352.0015378315
1512362700,11492.63,11507.67,11462.0,11499.99,138.62640975,1591558.706996543
1512363600,11499.99,11519.0,11495.11,11495.11,124.47373259,1431796.0530710113
1512364500,11495.11,11516.77,11373.0,11375.9,263.55512469,3019307.314595808
1512365400,11375.9,11419.57,11365.0,11419.57,170.06425134,1936186.2383311815
1512366300,11419.57,11478.23,11419.57,11445.01,107.68259709,1234056.8491369516
1512367200,11445.01,11486.43,11440.24,11465.99,98.87579933,1133792.9245032037
1512368100,11465.99,11465.99,11370.49,11370.49,134.12924747,1532100.2603097395
1512369000,11370.5,11400.0,11370.0,11400.0,172.26412144,1961202.0516032435
1512369900,11400.0,11449.0,11400.0,11449.0,95.11207709,1086751.862197769
1512370800,11449.0,11449.0,11380.01,11380.02,87.20695161,994180.9208338277
1512371700,11380.02,11462.54,11380.02,11460.0,119.78624949,1368721.0472314968
1512372600,11460.0,11529.0,11460.0,11529.0,235.71227469,2710646.7559838737
1512373500,11528.99,11589.98,11528.99,11589.98,222.22866539,2568816.416554051
1512374400,11589.98,11589.98,11450.0,11509.99,167.76078254,1931900.1580051512
1512375300,11510.0,11565.0,11509.99,11547.93,62.66352924,722553.5809889379
1512376200,11547.93,11550.99,11526.13,11531.55,22.60889743,260933.2622565323
1512377100,11531.55,11550.0,11526.65,11536.65,32.32198571,372849.5613965997
1512378000,11536.65,11552.0,11532.78,11551.99,49.6130928,572840.8873879144
1512378900,11552.0,11560.0,11450.01,11473.42,191.69816915,2207357.51334561
1512379800,11473.42,11513.58,11455.0,11507.09,73.51589385,843821.3026827978
1512380700,11509.99,11513.57,11385.0,11392.02,149.86577142,1712928.7443425634
1512381600,11392.02,11392.02,11209.3,11321.01,353.33921322,3990691.8122986606
1512382500,11321.0,11387.11,11287.94,11374.35,122.64831222,1390253.8003088478
1512383400,11374.36,11374.36,11287.99,11350.01,70.92422323,804017.4033679966
1512384300,11350.01,11370.0,11327.0,11370.0,22.60039326,256499.4527247935
1512385200,11370.0,11389.82,11359.58,11381.23,37.15040601,422553.3097115087
1512386100,11381.23,11389.48,11359.0,11359.97,59.61292184,677802.5105648668
1512387000,11359.97,11377.72,11322.81,11359.0,50.46044736,572980.8521634565
1512387900,11359.0,11359.0,11190.0,11245.49,229.30593721,2578582.4958002297
1512388800,11245.49,11259.23,11161.0,11187.96,119.34368189,1339071.5281624487
1512389700,11187.96,11340.0,11187.95,11293.81,158.58098972,1786629.5595060142
1512390600,11289.94,11322.04,11267.68,11287.42,51.50834811,582236.3196897381
1512391500,11287.43,11287.43,11206.0,11244.42,176.62036735,1983881.5374353824
1512392400,11244.42,11250.0,11026.0,11088.01,417.15002822,4634448.636370682
1512393300,11088.0,11139.98,10950.0,11139.98,487.37019349,5375274.780706657
1512394200,11139.98,11210.0,11095.1,11210.0,191.94295892,2140136.318115813
1512395100,11210.0,11349.0,11210.0,11302.51,280.1236427,3163236.464251806
1512396000,11302.51,11350.0,11253.31,11350.0,196.23648898,2220369.6192919593
1512396900,11350.0,11425.0,11349.99,11384.32,139.96763962,1593400.8304917894
1512397800,11384.32,11392.27,11325.0,11359.0,121.98573582,1384998.9082120694
1512398700,11359.0,11476.39,11359.0,11440.13,264.84775815,3027231.6209419477
1512399600,11440.13,11467.01,11390.0,11390.01,118.58608907,1356381.0320752137
1512400500,11390.01,11390.99,11271.0,11389.0,258.6815389,2932694.8767693285
1512401400,11389.0,11389.0,11300.01,11351.99,158.6666969,1798392.390711642
1512402300,11352.0,11416.01,11351.99,11416.01,83.47887351,950179.2691909324
1512403200,11416.01,11416.01,11330.0,11350.0,151.52219085,1721857.159787787
1512404100,11350.0,11361.32,11310.5,11351.16,177.05814391,2007410.4059645208
1512405000,11351.16,11358.0,11332.0,11332.01,89.54902765,1016359.2842187571
1512405900,11332.01,11332.01,11281.01,11300.0,133.34590738,1507428.940068334
1512406800,11300.0,11353.81,11299.99,11353.81,156.87169445,1775771.2034755147
1512407700,11353.81,11369.99,11318.04,11364.05,148.79659716,1688760.9079706776
1512408600,11364.05,11369.99,11350.0,11369.91,70.19109813,797534.7609627632
1512409500,11369.91,11370.0,11309.91,11318.73,147.61706736,1676129.9701163394
1512410400,11318.73,11318.73,11212.0,11245.01,340.42966262,3841982.218767445
1512411300,11245.0,11266.95,11212.0,11260.0,267.49501752,3008409.839921471
1512412200,11260.0,11260.0,11230.02,11230.02,152.83423065,1719491.1002803626
1512413100,11230.03,11310.0,11230.01,11305.0,228.31539331,2572377.9665346146
1512414000,11305.0,11333.0,11300.0,11333.0,240.02178372,2715978.673644271
1512414900,11333.0,11334.15,11319.0,11319.01,213.632928,2420215.300359929
1512415800,11319.01,11319.01,11283.0,11283.01,184.78397409,2085938.1875315248
1512416700,11283.01,11320.0,11283.0,11303.02,238.84902756,2698006.8397958037
1512417600,11303.02,11450.0,11303.02,11382.1,473.00703968,5392234.100044259
1512418500,11382.1,11450.0,11382.09,11450.0,253.11026519,2889945.9569417364
1512419400,11450.0,11544.86,11449.99,11537.76,509.1329792,5856641.953511502
1512420300,11537.76,11548.0,11440.0,11445.01,340.7797528,3921570.978359533
1512421200,11440.1,11550.0,11430.0,11544.99,333.07092071,3837449.180915301
1512422100,11544.99,11545.0,11490.0,11544.87,247.88959504,2857395.2919873386
1512423000,11544.88,11548.53,11527.63,11541.99,259.67074526,2997045.707685286
1512423900,11541.99,11546.3,11480.0,11500.0,260.9222476,3006808.6258630403
1512424800,11500.0,11525.99,11500.0,11516.0,273.43469616,3148088.079849493
1512425700,11516.0,11525.0,11502.0,11502.0,167.64180792,1930271.971415927
1512426600,11502.01,11525.0,11500.18,11524.99,128.39839502,1477589.3401874432
1512427500,11525.0,11525.0,11507.18,11511.5,135.24121621,1556919.2940799454
1512428400,11511.5,11542.0,11511.02,11539.76,206.81247959,2383531.1543877395
1512429300,11539.76,11548.98,11515.0,11515.16,235.6168368,2718829.8786442066
1512430200,11515.16,11538.99,11515.15,11538.0,214.9734199,2477113.781230124
1512431100,11537.96,11650.0,11536.94,11643.98,627.45043027,7269324.281849443
1512432000,11643.99,11680.0,11622.99,11649.98,383.03207904,4461688.495191321
1512432900,11649.99,11649.99,11553.0,11637.39,316.88522679,3678761.8877858124
1512433800,11630.0,11630.0,11579.28,11586.01,156.4172818,1815034.003212078
1512434700,11586.02,11638.0,11586.02,11627.45,105.38351522,1223851.762977099
1512435600,11627.45,11629.79,11607.61,11607.62,152.94801787,1777635.4833907725
1512436500,11607.62,11623.99,11581.96,11597.49,224.51989029,2606588.921249071
1512437400,11597.5,11597.51,11575.99,11590.0,111.27591238,1289213.243530122
1512438300,11590.0,11613.91,11589.99,11590.0,127.92144946,1483793.4886056106
1512439200,11590.0,11620.0,11589.99,11619.98,106.96559919,1241197.8023384365
1512440100,11619.98,11637.94,11619.98,11637.94,99.25037424,1154646.4419620822
1512441000,11637.94,11683.0,11637.93,11669.54,293.84588003,3425257.519933646
1512441900,11669.55,11669.55,11532.0,11574.36,525.10316132,6085786.51524757
1512442800,11570.01,11612.66,11570.01,11598.27,127.61349977,1480182.263824604
1512443700,11598.27,11598.27,11552.5,11595.0,130.28795817,1508757.7961341063
1512444600,11595.0,11643.0,11594.99,11636.51,158.46008795,1842177.6604907445
1512445500,11637.0,11639.96,11614.04,11635.97,117.37293001,1364956.3101292697
1512446400,11635.97,11641.18,11594.99,11595.0,183.99746953,2137844.5450607017
1512447300,11595.0,11596.9,11580.47,11580.47,118.13042919,1369550.9073760083
1512448200,11580.47,11599.99,11570.1,11580.0,166.44457982,1927116.7926421235
1512449100,11586.97,11586.97,11564.0,11578.32,138.05879696,1597697.9380936152
1512450000,11578.33,11587.59,11545.99,11585.0,157.14905681,1819805.1015115995
1512450900,11585.0,11615.28,11584.99,11615.28,103.68503532,1202123.6232918138
1512451800,11616.29,11630.0,11616.29,11630.0,98.80371586,1148628.1144444216
1512452700,11630.0,11630.0,11600.47,11603.42,63.37776967,736276.9780684531
1512453600,11603.42,11609.09,11603.41,11609.01,61.800631,717271.621193089
1512454500,11609.01,11627.0,11609.0,11626.99,81.99827322,952645.2118060587
1512455400,11627.0,11627.0,11612.04,11616.92,62.80978808,730159.8006484248
1512456300,11616.92,11630.0,11616.91,11630.0,69.67222105,809882.5685998788
1512457200,11630.0,11646.0,11612.47,11624.98,157.69337035,1834014.9267704282
1512458100,11624.98,11640.0,11624.98,11639.91,107.87662104,1255056.9534242358
1512459000,11639.91,11740.99,11639.9,11739.0,416.8679369,4878977.105679759
1512459900,11739.0,11789.35,11700.0,11789.35,315.78826881,3710437.408544576
1512460800,11789.35,11795.0,11764.5,11789.98,242.54336732,2858493.726738041
1512461700,11789.99,11796.36,11738.01,11772.65,136.87073434,1610550.9087990744
1512462600,11772.65,11789.9,11772.64,11789.01,81.24523612,956952.3499867856
1512463500,11789.0,11794.16,11777.91,11794.15,84.45659936,995387.9813231641
1512464400,11794.16,11794.16,11789.0,11789.0,112.36173958,1324932.999721871
1512465300,11789.01,11789.01,11789.0,11789.0,53.39961295,629528.5092363557
1512466200,11789.01,11797.0,11788.0,11788.0,64.57779985,761383.680497041
1512467100,11788.0,11788.01,11658.47,11700.0,157.44262872,1844425.5222542936
1512468000,11700.0,11727.94,11550.0,11552.1,334.35022256,3884419.89076109
1512468900,11570.5,11676.61,11553.14,11662.37,95.75205434,1114063.5259830274
1512469800,11662.38,11669.96,11601.04,11649.99,34.79867527,405106.1003191772
1512470700,11649.99,11676.6,11649.0,11676.6,35.59203191,415198.3537875032
1512471600,11676.59,11690.0,11676.59,11689.0,31.90098845,372860.5273962926
1512472500,11688.99,11689.0,11639.84,11680.36,37.83175945,440922.1482465676
1512473400,11680.37,11733.33,11680.36,11724.62,63.48813468,744023.068516114
1512474300,11724.51,11726.82,11701.09,11715.0,75.74302211,887558.5123377902
1512475200,11715.01,11726.81,11675.68,11698.2,97.23179018,1137928.768403408
1512476100,11698.2,11710.0,11682.11,11710.0,74.62070993,872707.3529930576
1512477000,11710.0,11780.0,11709.99,11780.0,123.38890291,1449629.1144715461
1512477900,11779.99,11787.31,11765.0,11787.31,99.23642756,1168907.2889372017
1512478800,11787.31,11797.98,11787.3,11797.98,177.80488086,2096876.8308605894
1512479700,11797.98,11875.0,11797.97,11874.99,634.73571064,7513299.963933898
1512480600,11875.0,11875.0,11850.0,11873.99,289.6901593,3438366.110555318
1512481500,11874.0,11874.01,11761.11,11771.88,293.32970948,3466989.104491688
1512482400,11771.87,11828.88,11764.49,11828.88,189.62714405,2237176.0699344445
1512483300,11828.88,11850.0,11801.0,11850.0,328.20654222,3880140.961988561
1512484200,11850.0,11859.0,11829.99,11829.99,216.43106706,2564260.5260847495
1512485100,11830.0,11830.0,11802.5,11803.0,194.2797117,2294796.527312812
1512486000,11803.02,11824.99,11797.95,11814.5,221.52334654,2615720.270210058
1512486900,11814.5,11819.99,11800.0,11819.99,153.70450272,1815988.2708964054
1512487800,11819.99,11825.0,11801.01,11825.0,190.26509277,2248408.324981449
1512488700,11825.0,11850.0,11825.0,11848.99,253.66963415,3004276.287392074
1512489600,11848.99,11848.99,11712.87,11758.99,642.60416296,7557371.536930516
