Timestamp,Open,Low,Close,Volume (BTC),Volume (Currency),Weighted Price,Datetime
1510072200,7006.09,7024.1,7005.0,7024.09,181.51400775,1273553.1393982153,2017-11-07 11:30:00
1510073100,7024.1,7024.1,7005.31,7005.32,121.43285808,851959.200091907,2017-11-07 11:45:00
1510074000,7005.31,7020.52,7005.3,7020.0,151.00172496,1059153.0282010555,2017-11-07 12:00:00
1510074900,7020.0,7020.52,7004.05,7020.52,185.22710978,1298897.9214221386,2017-11-07 12:15:00
1510075800,7020.52,7030.1,7018.98,7030.1,197.27755223,1385661.7263170995,2017-11-07 12:30:00
1510076700,7030.1,7105.0,7030.09,7100.02,290.32867374,2051029.1657760672,2017-11-07 12:45:00
1510077600,7100.0,7100.01,7085.02,7095.0,188.73671049,1338470.7797107452,2017-11-07 13:00:00
1510078500,7095.0,7098.0,7075.01,7084.98,160.01316362,1134331.9379524372,2017-11-07 13:15:00
1510079400,7084.99,7130.0,7084.99,7127.59,161.90253652,1150851.812716952,2017-11-07 13:30:00
1510080300,7125.0,7126.0,7090.6,7116.01,155.69996637,1106979.9340156773,2017-11-07 13:45:00
1510081200,7116.01,7120.0,7111.04,7119.99,133.58137066,950499.6922637208,2017-11-07 14:00:00
1510082100,7119.99,7134.9,7119.99,7134.51,166.8569657,1189578.0221274258,2017-11-07 14:15:00
1510083000,7134.51,7134.89,7085.33,7087.89,195.20526658,1389501.5596301295,2017-11-07 14:30:00
1510083900,7085.5,7119.06,7056.0,7105.98,231.94318489,1644780.8223870967,2017-11-07 14:45:00
1510084800,7105.98,7105.98,7050.0,7050.01,182.15695051,1288175.2021012781,2017-11-07 15:00:00
1510085700,7050.0,7050.01,7041.13,7043.24,151.61034848,1068250.0723538173,2017-11-07 15:15:00
1510086600,7044.57,7045.99,7033.53,7036.97,184.97291338,1302212.1177997803,2017-11-07 15:30:00
1510087500,7036.97,7036.98,7010.0,7034.98,267.65205487,1879455.612239662,2017-11-07 15:45:00
1510088400,7034.98,7062.0,7034.98,7042.0,213.4572389,1504832.3949720082,2017-11-07 16:00:00
1510089300,7042.11,7064.0,7042.11,7055.02,135.72260228,957589.7486831064,2017-11-07 16:15:00
1510090200,7055.02,7066.4,7048.27,7048.95,116.41217779,821217.0793535697,2017-11-07 16:30:00
1510091100,7048.95,7082.4,7048.94,7082.39,115.52900435,816432.4492617422,2017-11-07 16:45:00
1510092000,7082.39,7085.0,7070.0,7083.76,132.35075192,936985.8346668557,2017-11-07 17:00:00
1510092900,7083.76,7083.76,7055.0,7055.02,110.21073866,779370.6477708254,2017-11-07 17:15:00
1510093800,7055.02,7075.0,7055.02,7075.0,67.18491472,474887.4244329314,2017-11-07 17:30:00
1510094700,7074.71,7080.0,7068.0,7080.0,73.58876002,520583.3101592857,2017-11-07 17:45:00
1510095600,7080.0,7098.19,7079.99,7090.09,157.60659796,1118099.7583083499,2017-11-07 18:00:00
1510096500,7090.0,7101.84,7089.99,7101.84,153.42619447,1089069.4005940214,2017-11-07 18:15:00
1510097400,7101.84,7130.0,7101.84,7129.51,160.84397793,1145316.1060528753,2017-11-07 18:30:00
1510098300,7129.51,7133.23,7098.24,7126.63,143.03150204,1019034.1814379678,2017-11-07 18:45:00
1510099200,7128.99,7128.99,7090.9,7090.91,156.21134191,1109345.8045527388,2017-11-07 19:00:00
1510100100,7090.91,7100.0,7090.0,7100.0,84.66795565,600669.6490590723,2017-11-07 19:15:00
1510101000,7100.0,7126.99,7099.99,7120.01,120.35030047,856580.5116084283,2017-11-07 19:30:00
1510101900,7120.01,7120.01,7101.58,7104.5,79.18083369,562733.2101158273,2017-11-07 19:45:00
1510102800,7104.5,7161.86,7104.5,7161.86,296.84073747,2116004.7424005205,2017-11-07 20:00:00
1510103700,7161.85,7271.0,7161.85,7250.42,789.46292431,5703095.694887956,2017-11-07 20:15:00
1510104600,7250.42,7298.0,7241.0,7297.99,414.30213193,3010218.828581241,2017-11-07 20:30:00
1510105500,7298.0,7346.0,7260.01,7309.96,783.60766824,5724944.883180485,2017-11-07 20:45:00
1510106400,7309.96,7309.96,7270.73,7299.98,315.40802021,2299161.946607626,2017-11-07 21:00:00
1510107300,7299.98,7334.0,7281.68,7297.4,251.29389625,1837257.0165972733,2017-11-07 21:15:00
1510108200,7297.4,7311.0,7285.0,7299.98,156.45062269,1141528.0812487684,2017-11-07 21:30:00
1510109100,7299.99,7319.0,7299.99,7318.93,158.69446471,1160530.8127898062,2017-11-07 21:45:00
1510110000,7318.93,7382.11,7318.92,7382.11,332.22689918,2444100.281170849,2017-11-07 22:00:00
1510110900,7382.11,7387.57,7355.01,7372.0,205.03825562,1512065.9518284763,2017-11-07 22:15:00
1510111800,7371.99,7374.75,7350.01,7350.02,206.49178608,1521016.3464308742,2017-11-07 22:30:00
1510112700,7350.02,7363.99,7350.01,7363.98,166.85012117,1227695.767830018,2017-11-07 22:45:00
1510113600,7363.98,7363.98,7318.66,7325.0,237.51906978,1741969.60576932,2017-11-07 23:00:00
1510114500,7325.0,7325.0,7290.0,7300.0,184.40845021,1347076.6834720303,2017-11-07 23:15:00
1510115400,7300.0,7341.72,7300.0,7333.25,156.58507166,1147633.5240241329,2017-11-07 23:30:00
1510116300,7333.25,7368.99,7326.47,7368.98,166.85340286,1226153.2158656362,2017-11-07 23:45:00
1510117200,7368.99,7368.99,7353.99,7358.25,122.20166751,899982.0475289416,2017-11-08 00:00:00
1510118100,7358.37,7358.37,7338.98,7357.98,81.15724464,596821.8763450425,2017-11-08 00:15:00
1510119000,7357.97,7358.27,7357.96,7358.27,40.438131,297551.4150882759,2017-11-08 00:30:00
1510119900,7358.27,7396.49,7358.26,7396.49,226.08649254,1667951.3665969698,2017-11-08 00:45:00
1510120800,7396.49,7399.0,7362.32,7392.17,225.36178664,1666319.2328678893,2017-11-08 01:00:00
1510121700,7392.16,7430.8,7392.16,7430.8,249.10403437,1844956.0029545303,2017-11-08 01:15:00
1510122600,7430.8,7430.8,7409.83,7418.92,117.72499204,873474.7680637591,2017-11-08 01:30:00
1510123500,7418.92,7418.93,7411.99,7412.99,56.27635443,417269.4947132905,2017-11-08 01:45:00
1510124400,7412.99,7412.99,7353.39,7355.03,112.96918598,834557.4026254746,2017-11-08 02:00:00
1510125300,7355.03,7387.64,7355.03,7368.03,65.4897483,482821.7342191839,2017-11-08 02:15:00
1510126200,7368.03,7368.03,7337.0,7348.0,68.43631528,502703.7140371881,2017-11-08 02:30:00
1510127100,7348.0,7370.5,7347.99,7364.31,87.95034372,646663.9037278568,2017-11-08 02:45:00
1510128000,7364.31,7364.31,7348.9,7357.79,42.96739814,315882.5484784888,2017-11-08 03:00:00
1510128900,7357.79,7380.0,7357.78,7380.0,44.0705281,324732.9938046634,2017-11-08 03:15:00
1510129800,7380.0,7387.96,7380.0,7387.7,22.6163326,167053.5050867943,2017-11-08 03:30:00
1510130700,7387.7,7399.11,7385.35,7394.99,146.49248454,1082824.4420739403,2017-11-08 03:45:00
1510131600,7394.55,7401.0,7388.27,7393.0,172.5965697,1276225.175562733,2017-11-08 04:00:00
1510132500,7393.01,7393.01,7342.84,7359.45,266.71984454,1964335.8136476951,2017-11-08 04:15:00
1510133400,7359.45,7366.01,7350.0,7355.07,32.10375253,236295.2491667813,2017-11-08 04:30:00
1510134300,7355.07,7359.3,7352.42,7359.3,56.01623158,411930.6885642053,2017-11-08 04:45:00
1510135200,7359.3,7382.58,7359.29,7379.98,32.41999436,239244.4131177536,2017-11-08 05:00:00
1510136100,7379.98,7380.52,7371.71,7380.52,51.48901646,379965.8696808708,2017-11-08 05:15:00
1510137000,7380.52,7389.38,7365.21,7372.18,107.89920329,796714.7398057021,2017-11-08 05:30:00
1510137900,7372.18,7378.01,7360.3,7367.83,35.67346534,262903.8012172257,2017-11-08 05:45:00
1510138800,7367.83,7412.01,7367.83,7412.0,94.6250747,699883.911369607,2017-11-08 06:00:00
1510139700,7412.0,7418.99,7394.19,7411.62,102.05956164,755935.3531586735,2017-11-08 06:15:00
1510140600,7411.62,7474.74,7411.62,7455.89,193.41092633,1440400.7350978404,2017-11-08 06:30:00
1510141500,7455.88,7474.71,7433.54,7435.51,136.39117763,1017882.5658533565,2017-11-08 06:45:00
1510142400,7435.51,7479.0,7435.5,7478.99,93.4810579,697813.7430169235,2017-11-08 07:00:00
1510143300,7479.0,7500.0,7478.99,7499.0,227.53499398,1704932.2789226887,2017-11-08 07:15:00
1510144200,7499.01,7499.01,7454.86,7459.03,131.52088002,983129.1023805569,2017-11-08 07:30:00
1510145100,7459.03,7466.52,7455.2,7466.52,90.74328081,676935.3216163543,2017-11-08 07:45:00
1510146000,7466.52,7475.0,7451.0,7451.0,88.2931415,658619.7486139952,2017-11-08 08:00:00
1510146900,7451.01,7473.37,7437.0,7473.34,110.03220284,819926.9586222327,2017-11-08 08:15:00
1510147800,7473.34,7475.0,7470.0,7475.0,80.6346846,602548.5209242832,2017-11-08 08:30:00
1510148700,7475.0,7499.01,7475.0,7477.41,209.53006067,1569636.5529933372,2017-11-08 08:45:00
1510149600,7477.4,7477.4,7460.22,7474.39,77.62664603,579758.071774366,2017-11-08 09:00:00
1510150500,7474.39,7491.34,7474.38,7490.07,112.9870613,846049.7301225868,2017-11-08 09:15:00
1510151400,7490.07,7550.0,7490.07,7530.01,518.89700053,3904527.350965739,2017-11-08 09:30:00
1510152300,7530.01,7530.01,7505.0,7509.98,179.93367746,1352267.205160419,2017-11-08 09:45:00
1510153200,7509.98,7524.56,7500.5,7512.71,187.45450399,1407625.0447593653,2017-11-08 10:00:00
1510154100,7512.71,7521.36,7512.7,7516.01,94.16000897,707801.6673510242,2017-11-08 10:15:00
1510155000,7516.01,7516.01,7488.07,7489.01,190.36440334,1427818.0920085085,2017-11-08 10:30:00
1510155900,7489.01,7500.0,7481.0,7500.0,137.65909575,1031427.872015186,2017-11-08 10:45:00
1510156800,7500.0,7500.0,7435.0,7440.0,347.71867321,2593063.425545015,2017-11-08 11:00:00
1510157700,7439.99,7450.0,7439.99,7448.81,140.88066509,1049089.832543471,2017-11-08 11:15:00
1510158600,7448.81,7470.0,7446.25,7470.0,124.5794658,928445.4435559144,2017-11-08 11:30:00
1510159500,7470.0,7483.69,7468.0,7479.0,134.27481357,1003769.2843686243,2017-11-08 11:45:00
1510160400,7479.0,7590.0,7478.99,7589.99,470.59057997,3541363.2161726183,2017-11-08 12:00:00
1510161300,7590.0,7850.0,7589.99,7829.88,2331.94514488,17992473.28733933,2017-11-08 12:15:00
1510162200,7829.87,7898.0,7613.24,7820.0,2887.01936431,22377789.12524283,2017-11-08 12:30:00
1510163100,7819.99,7820.0,7671.03,7727.0,1249.7673049,9669118.320414862,2017-11-08 12:45:00
1510164000,7727.0,7740.0,7620.0,7640.01,978.12365796,7515149.272531161,2017-11-08 13:00:00
1510164900,7640.01,7640.01,7508.0,7515.26,1637.72107063,12391152.833525565,2017-11-08 13:15:00
1510165800,7524.99,7524.99,7031.66,7235.2,3374.60720424,24430512.8435761,2017-11-08 13:30:00
1510166700,7235.19,7361.0,7209.21,7319.95,2102.98011905,15348748.156043004,2017-11-08 13:45:00
1510167600,7319.95,7375.58,7200.0,7370.1,1160.46969386,8436877.146820106,2017-11-08 14:00:00
1510168500,7370.11,7402.57,7300.03,7318.22,815.21581806,5985692.330675091,2017-11-08 14:15:00
1510169400,7318.21,7394.48,7300.01,7351.74,529.47282854,3889418.604108488,2017-11-08 14:30:00
1510170300,7366.87,7369.93,7211.36,7211.36,746.75833704,5452690.665977654,2017-11-08 14:45:00
1510171200,7212.01,7261.26,7150.0,7200.0,979.74986214,7061140.199733048,2017-11-08 15:00:00
1510172100,7203.1,7255.59,7168.0,7183.87,581.60554412,4184807.6892609973,2017-11-08 15:15:00
1510173000,7183.87,7335.0,7165.0,7242.21,771.17575816,5596431.081395403,2017-11-08 15:30:00
1510173900,7241.83,7291.61,7226.77,7269.99,352.19092473,2555607.176856638,2017-11-08 15:45:00
1510174800,7265.96,7290.0,7240.0,7281.05,298.95000104,2170808.2957454612,2017-11-08 16:00:00
1510175700,7281.05,7349.0,7281.05,7301.0,407.06817075,2978249.005952833,2017-11-08 16:15:00
1510176600,7301.0,7320.0,7250.0,7276.03,379.7083751,2763267.7687025354,2017-11-08 16:30:00
1510177500,7276.03,7276.03,7250.01,7260.76,219.27877522,1591557.2309940604,2017-11-08 16:45:00
1510178400,7260.76,7345.36,7250.01,7320.01,418.53859489,3057397.625466467,2017-11-08 17:00:00
1510179300,7320.01,7346.01,7320.0,7343.05,184.94480015,1356559.9633856006,2017-11-08 17:15:00
1510180200,7344.23,7425.0,7329.22,7425.0,480.35637351,3545403.9545765216,2017-11-08 17:30:00
1510181100,7425.0,7441.71,7378.44,7400.99,576.00583868,4271215.609584577,2017-11-08 17:45:00
1510182000,7400.99,7415.0,7348.0,7375.0,392.76904286,2898834.220473151,2017-11-08 18:00:00
1510182900,7375.01,7447.0,7375.0,7447.0,234.48268078,1737146.7995676678,2017-11-08 18:15:00
1510183800,7447.0,7479.96,7416.47,7470.0,391.16663014,2916857.1523770504,2017-11-08 18:30:00
1510184700,7470.0,7489.0,7464.65,7467.96,262.01252854,1958607.1857517255,2017-11-08 18:45:00
1510185600,7467.97,7467.97,7377.0,7400.01,347.79396321,2580337.1230585766,2017-11-08 19:00:00
1510186500,7400.01,7430.0,7400.0,7429.99,147.35101334,1093193.1363912218,2017-11-08 19:15:00
1510187400,7430.0,7448.5,7323.0,7353.99,278.95030087,2056228.7519513972,2017-11-08 19:30:00
1510188300,7353.98,7365.0,7310.17,7364.98,299.04565312,2193124.942418661,2017-11-08 19:45:00
1510189200,7364.98,7380.33,7350.0,7359.99,166.49605445,1225785.8585256208,2017-11-08 20:00:00
1510190100,7359.99,7359.99,7290.0,7291.89,326.76053225,2390944.435012827,2017-11-08 20:15:00
1510191000,7291.9,7380.0,7291.89,7363.01,195.14898678,1431899.572847944,2017-11-08 20:30:00
1510191900,7370.18,7418.88,7360.0,7397.14,217.67636418,1608621.764990643,2017-11-08 20:45:00
1510192800,7397.13,7445.35,7397.13,7413.97,184.09799008,1366243.7255817356,2017-11-08 21:00:00
1510193700,7413.97,7470.0,7413.75,7470.0,215.23819325,1600539.48602814,2017-11-08 21:15:00
1510194600,7469.99,7470.01,7367.36,7405.83,251.7101662,1868076.6267163954,2017-11-08 21:30:00
1510195500,7405.3,7405.82,7390.0,7390.02,151.03080563,1117362.7255717022,2017-11-08 21:45:00
1510196400,7390.02,7414.74,7390.0,7397.75,136.8169872,1012651.6893246376,2017-11-08 22:00:00
1510197300,7397.75,7424.07,7397.75,7406.87,94.04744681,697204.9646232479,2017-11-08 22:15:00
1510198200,7406.88,7406.88,7350.0,7350.02,223.10206185,1644449.414531602,2017-11-08 22:30:00
1510199100,7350.01,7369.89,7340.0,7344.01,120.62818577,886753.2882113927,2017-11-08 22:45:00
1510200000,7344.01,7370.8,7344.0,7359.01,111.46762467,820665.430051554,2017-11-08 23:00:00
1510200900,7359.01,7359.01,7305.0,7312.7,207.68169849,1522090.094868419,2017-11-08 23:15:00
1510201800,7319.0,7335.0,7305.5,7323.53,80.40531991,588501.5909090844,2017-11-08 23:30:00
1510202700,7322.91,7365.57,7322.3,7340.0,112.29528696,825200.6212234686,2017-11-08 23:45:00
1510203600,7340.0,7358.03,7339.6,7355.01,72.83632657,535446.8649324315,2017-11-09 00:00:00
1510204500,7355.01,7436.57,7355.0,7404.98,329.38840139,2438495.1203861963,2017-11-09 00:15:00
1510205400,7404.99,7420.0,7398.11,7419.81,109.37351393,810527.547119054,2017-11-09 00:30:00
1510206300,7419.81,7419.81,7372.99,7395.0,79.69045056,589047.7663466095,2017-11-09 00:45:00
1510207200,7395.0,7400.0,7368.02,7380.05,58.14358986,429270.283493247,2017-11-09 01:00:00
1510208100,7380.05,7380.05,7355.0,7356.74,54.21025844,399194.2324692291,2017-11-09 01:15:00
1510209000,7356.74,7399.99,7356.6,7391.28,103.72382415,765282.2260737316,2017-11-09 01:30:00
1510209900,7391.28,7399.0,7361.32,7379.26,71.39904527,527023.9845933086,2017-11-09 01:45:00
1510210800,7379.26,7382.58,7350.0,7360.01,114.05956155,839770.1799785661,2017-11-09 02:00:00
1510211700,7360.01,7371.99,7350.55,7368.69,43.23017756,318407.0885288436,2017-11-09 02:15:00
1510212600,7369.24,7390.04,7368.69,7384.11,88.86585922,655893.1002556656,2017-11-09 02:30:00
1510213500,7384.11,7384.11,7369.2,7373.76,24.46091381,180471.2496702371,2017-11-09 02:45:00
1510214400,7372.79,7409.0,7370.88,7400.04,122.74408902,906708.8127943472,2017-11-09 03:00:00
1510215300,7400.04,7400.04,7250.0,7270.0,582.83292532,4249761.591477522,2017-11-09 03:15:00
1510216200,7270.01,7270.01,7201.48,7230.65,386.73900413,2793404.979696578,2017-11-09 03:30:00
1510217100,7224.4,7275.1,7221.47,7260.01,166.25316847,1204339.3588267835,2017-11-09 03:45:00
1510218000,7260.0,7260.01,7200.0,7200.02,192.28126457,1385839.0057677927,2017-11-09 04:00:00
1510218900,7200.02,7253.21,7200.0,7200.0,144.83292339,1044701.3493445257,2017-11-09 04:15:00
1510219800,7200.01,7244.26,7200.0,7200.0,294.70665826,2124695.3079096284,2017-11-09 04:30:00
1510220700,7200.0,7265.0,7187.0,7254.01,258.82290135,1865353.6142583992,2017-11-09 04:45:00
1510221600,7254.01,7254.01,7229.55,7234.83,60.40359601,437460.7890414374,2017-11-09 05:00:00
1510222500,7236.36,7245.33,7236.36,7238.03,33.12590337,239878.9097772219,2017-11-09 05:15:00
1510223400,7238.03,7240.0,7203.89,7210.42,89.25418828,644251.683144565,2017-11-09 05:30:00
1510224300,7210.42,7235.56,7201.0,7218.28,110.32425441,796024.3192374147,2017-11-09 05:45:00
1510225200,7218.28,7218.28,7184.03,7184.03,117.09214043,842802.9563974108,2017-11-09 06:00:00
1510226100,7184.04,7184.04,7114.0,7114.84,365.4523432,2612711.037664346,2017-11-09 06:15:00
1510227000,7114.84,7164.86,7100.19,7108.68,279.88576665,1994517.5571473516,2017-11-09 06:30:00
1510227900,7108.69,7147.27,7108.69,7134.01,206.77522556,1475252.561431269,2017-11-09 06:45:00
1510228800,7134.0,7134.0,7079.0,7121.0,378.54417273,2686846.2980774143,2017-11-09 07:00:00
1510229700,7121.0,7140.35,7110.0,7115.0,177.95074911,1268677.3114074187,2017-11-09 07:15:00
1510230600,7126.98,7190.0,7110.0,7156.79,222.12730975,1587408.9086833529,2017-11-09 07:30:00
1510231500,7149.71,7216.39,7141.45,7212.51,148.53045736,1066946.4458095815,2017-11-09 07:45:00
1510232400,7212.51,7218.18,7166.71,7166.71,146.67420999,1055876.9990680628,2017-11-09 08:00:00
1510233300,7169.61,7204.42,7166.71,7202.79,111.30002964,799999.2661113786,2017-11-09 08:15:00
1510234200,7202.79,7205.0,7180.0,7180.0,107.45708685,773612.247178987,2017-11-09 08:30:00
1510235100,7180.01,7180.01,7150.0,7154.74,133.19583987,954895.3924481638,2017-11-09 08:45:00
1510236000,7154.74,7190.0,7130.0,7184.03,209.21258078,1499769.0625362885,2017-11-09 09:00:00
1510236900,7183.06,7195.0,7176.69,7189.92,195.87600688,1407487.5660833651,2017-11-09 09:15:00
1510237800,7189.92,7189.98,7178.07,7186.1,165.12566279,1185874.7611542773,2017-11-09 09:30:00
1510238700,7186.1,7240.0,7186.1,7238.99,169.70523045,1225231.0758025416,2017-11-09 09:45:00
1510239600,7239.0,7239.0,7210.04,7218.0,110.34826876,797161.5444198117,2017-11-09 10:00:00
1510240500,7218.01,7218.01,7150.0,7171.01,273.96670538,1967432.85928751,2017-11-09 10:15:00
1510241400,7171.01,7190.0,7160.5,7175.15,182.86479311,1311878.7301115347,2017-11-09 10:30:00
1510242300,7175.16,7178.29,7145.0,7174.24,282.17919311,2021011.1797435535,2017-11-09 10:45:00
1510243200,7174.24,7174.24,7151.2,7156.17,181.38201356,1298778.0774838645,2017-11-09 11:00:00
1510244100,7156.17,7192.0,7156.16,7181.83,147.63483286,1060463.432607658,2017-11-09 11:15:00
1510245000,7181.83,7193.0,7181.8,7187.12,131.36409547,944008.02618705,2017-11-09 11:30:00
1510245900,7187.12,7187.12,7170.01,7171.12,126.93223681,911312.3107296232,2017-11-09 11:45:00
1510246800,7171.12,7183.0,7167.9,7175.0,169.20367662,1214351.4395451988,2017-11-09 12:00:00
1510247700,7175.0,7190.0,7174.35,7180.06,108.15935278,777224.8094024578,2017-11-09 12:15:00
1510248600,7180.0,7193.0,7180.0,7192.99,108.91774788,782587.6433858259,2017-11-09 12:30:00
1510249500,7193.0,7193.0,7187.69,7189.0,108.25147641,778238.1132819934,2017-11-09 12:45:00
1510250400,7189.01,7190.0,7187.69,7189.01,97.40963197,700266.4578488971,2017-11-09 13:00:00
